job_title,company,industry,location,required_skills,experience_level,salary_range,job_description,posting_date,demand_label,Certificates,skill_count,salary_avg
ml engineer,Company_248,it,mumbai,"Python, Deep Learning, NLP",mid,3-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-11,High,None,3,3.0
ml engineer,Company_255,telecom,hyderabad,"Linux, Networking, Security",mid,10-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-25,Medium,None,3,10.0
business analyst,Company_426,education,mumbai,"Power BI, Excel, SQL",senior,9-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-07,Low,None,3,9.0
software developer,Company_448,manufacturing,hyderabad,"Python, Deep Learning, NLP",junior,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-23,Low,None,3,8.0
devops engineer,Company_235,finance,delhi,"Python, Deep Learning, NLP",junior,10-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-13,High,None,3,10.0
cyber security analyst,Company_441,automobile,delhi,"Power BI, Excel, SQL",mid,4-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-17,Medium,Cybersecurity Essentials,3,4.0
data analyst,Company_272,education,remote,"Python, SQL, Machine Learning",fresher,9-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-31,High,Google Data Analytics Certificate,3,9.0
backend developer,Company_456,telecom,delhi,"Python, SQL, Machine Learning",senior,10-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-16,Low,None,3,10.0
ai engineer,Company_88,it,kolkata,"Python, Deep Learning, NLP",junior,9-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-18,Medium,None,3,9.0
cyber security analyst,Company_267,healthcare,pune,"Python, Data Analysis, Statistics",senior,4-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-27,Medium,Cybersecurity Essentials,3,4.0
cloud engineer,Company_434,healthcare,hyderabad,"Python, Data Analysis, Statistics",mid,5-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-09,Medium,AWS Certified Solutions Architect,3,5.0
backend developer,Company_421,finance,bangalore,"Linux, Networking, Security",fresher,10-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-14,High,None,3,10.0
backend developer,Company_154,it,pune,"JavaScript, React, HTML, CSS",senior,10-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-25,Low,None,4,10.0
ai engineer,Company_320,automobile,pune,"Python, Deep Learning, NLP",junior,5-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-15,Medium,None,3,5.0
cyber security analyst,Company_296,it,hyderabad,"Python, Deep Learning, NLP",mid,8-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-19,Low,Cybersecurity Essentials,3,8.0
data analyst,Company_298,education,chennai,"Java, Spring, Microservices",senior,10-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-17,High,Google Data Analytics Certificate,3,10.0
data analyst,Company_488,manufacturing,hyderabad,"Linux, Networking, Security",fresher,9-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-11,Medium,Google Data Analytics Certificate,3,9.0
software developer,Company_292,it,kolkata,"Python, Deep Learning, NLP",senior,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-13,Low,None,3,4.0
ai engineer,Company_111,finance,mumbai,"Python, SQL, Machine Learning",senior,8-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-15,Low,None,3,8.0
data scientist,Company_405,e-commerce,delhi,"Java, Spring, Microservices",senior,6-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-21,Low,Certified Data Scientist,3,6.0
ml engineer,Company_241,manufacturing,hyderabad,"AWS, Docker, Kubernetes",mid,9-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-05,Low,None,3,9.0
data scientist,Company_62,healthcare,kolkata,"JavaScript, React, HTML, CSS",junior,4-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-11,Medium,Certified Data Scientist,4,4.0
frontend developer,Company_28,healthcare,kolkata,"Python, SQL, Machine Learning",senior,10-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-30,High,None,3,10.0
backend developer,Company_5,e-commerce,delhi,"Java, Spring, Microservices",junior,6-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-02,Low,None,3,6.0
ai engineer,Company_486,automobile,hyderabad,"Python, Data Analysis, Statistics",junior,8-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-13,Medium,None,3,8.0
business analyst,Company_238,automobile,remote,"Python, SQL, Machine Learning",senior,4-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-01,Low,None,3,4.0
data scientist,Company_23,automobile,bangalore,"Power BI, Excel, SQL",mid,10-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-03,Low,Certified Data Scientist,3,10.0
business analyst,Company_124,education,mumbai,"Java, Spring, Microservices",senior,5-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-16,Low,None,3,5.0
data scientist,Company_464,education,pune,"Java, Spring, Microservices",senior,8-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-18,Medium,Certified Data Scientist,3,8.0
ai engineer,Company_352,telecom,delhi,"Python, Data Analysis, Statistics",senior,5-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-17,High,None,3,5.0
product manager,Company_177,healthcare,kolkata,"Python, Deep Learning, NLP",mid,10-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-26,Medium,None,3,10.0
product manager,Company_165,education,mumbai,"Python, Data Analysis, Statistics",senior,6-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-15,High,None,3,6.0
backend developer,Company_250,healthcare,remote,"Linux, Networking, Security",junior,4-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-15,Low,None,3,4.0
software developer,Company_456,it,bangalore,"Python, SQL, Machine Learning",mid,5-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-24,High,None,3,5.0
cloud engineer,Company_48,healthcare,pune,"Python, SQL, Machine Learning",fresher,7-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-16,High,AWS Certified Solutions Architect,3,7.0
cloud engineer,Company_264,telecom,hyderabad,"Python, SQL, Machine Learning",senior,8-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-06,Medium,AWS Certified Solutions Architect,3,8.0
software developer,Company_24,telecom,hyderabad,"Python, Deep Learning, NLP",fresher,3-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-25,Medium,None,3,3.0
data analyst,Company_37,e-commerce,mumbai,"JavaScript, React, HTML, CSS",mid,9-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-12,Medium,Google Data Analytics Certificate,4,9.0
product manager,Company_167,finance,hyderabad,"Linux, Networking, Security",mid,5-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-07,Medium,None,3,5.0
product manager,Company_207,manufacturing,bangalore,"Python, SQL, Machine Learning",junior,3-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-11,Medium,None,3,3.0
backend developer,Company_223,education,hyderabad,"Java, Spring, Microservices",junior,3-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-03,Medium,None,3,3.0
product manager,Company_11,automobile,chennai,"Linux, Networking, Security",fresher,10-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-29,High,None,3,10.0
cyber security analyst,Company_36,education,kolkata,"JavaScript, React, HTML, CSS",junior,7-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-29,High,Cybersecurity Essentials,4,7.0
ml engineer,Company_340,e-commerce,mumbai,"JavaScript, React, HTML, CSS",junior,6-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-20,Low,None,4,6.0
software developer,Company_310,telecom,chennai,"Python, Deep Learning, NLP",fresher,3-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-18,Medium,None,3,3.0
product manager,Company_394,manufacturing,kolkata,"Java, Spring, Microservices",fresher,5-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-15,Medium,None,3,5.0
data scientist,Company_371,manufacturing,chennai,"Java, Spring, Microservices",senior,6-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-16,High,Certified Data Scientist,3,6.0
business analyst,Company_16,healthcare,mumbai,"Python, SQL, Machine Learning",junior,7-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-19,Medium,None,3,7.0
ml engineer,Company_147,telecom,kolkata,"Python, Data Analysis, Statistics",senior,4-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-05,High,None,3,4.0
cyber security analyst,Company_203,automobile,delhi,"Linux, Networking, Security",fresher,9-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-09,Medium,Cybersecurity Essentials,3,9.0
ai engineer,Company_192,telecom,chennai,"Java, Spring, Microservices",mid,9-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-20,Medium,None,3,9.0
data analyst,Company_50,automobile,mumbai,"Python, SQL, Machine Learning",fresher,9-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-21,High,Google Data Analytics Certificate,3,9.0
data scientist,Company_223,e-commerce,pune,"Python, Deep Learning, NLP",mid,4-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-20,High,Certified Data Scientist,3,4.0
cyber security analyst,Company_497,telecom,kolkata,"Java, Spring, Microservices",senior,4-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-30,High,Cybersecurity Essentials,3,4.0
product manager,Company_65,manufacturing,mumbai,"Linux, Networking, Security",mid,10-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-26,Low,None,3,10.0
backend developer,Company_250,manufacturing,mumbai,"AWS, Docker, Kubernetes",fresher,5-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-07,Medium,None,3,5.0
cyber security analyst,Company_472,manufacturing,remote,"Java, Spring, Microservices",senior,4-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-12,High,Cybersecurity Essentials,3,4.0
backend developer,Company_208,e-commerce,mumbai,"Linux, Networking, Security",mid,5-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-02,Low,None,3,5.0
cloud engineer,Company_463,e-commerce,pune,"JavaScript, React, HTML, CSS",mid,4-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-30,High,AWS Certified Solutions Architect,4,4.0
product manager,Company_152,healthcare,chennai,"Python, Deep Learning, NLP",fresher,9-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-27,Medium,None,3,9.0
cyber security analyst,Company_135,manufacturing,delhi,"AWS, Docker, Kubernetes",mid,5-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-07,High,Cybersecurity Essentials,3,5.0
cloud engineer,Company_327,it,pune,"JavaScript, React, HTML, CSS",senior,7-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-18,Medium,AWS Certified Solutions Architect,4,7.0
data analyst,Company_295,it,mumbai,"JavaScript, React, HTML, CSS",mid,6-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-01,Medium,Google Data Analytics Certificate,4,6.0
product manager,Company_391,e-commerce,remote,"Python, Data Analysis, Statistics",senior,10-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-28,Medium,None,3,10.0
devops engineer,Company_264,telecom,hyderabad,"Power BI, Excel, SQL",senior,4-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-08,Low,None,3,4.0
frontend developer,Company_8,telecom,delhi,"JavaScript, React, HTML, CSS",fresher,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-18,Medium,None,4,7.0
backend developer,Company_247,automobile,pune,"Java, Spring, Microservices",senior,6-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-31,High,None,3,6.0
devops engineer,Company_264,e-commerce,chennai,"JavaScript, React, HTML, CSS",junior,5-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-07,Low,None,4,5.0
software developer,Company_276,education,delhi,"Linux, Networking, Security",mid,6-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-30,High,None,3,6.0
ai engineer,Company_453,education,chennai,"Python, SQL, Machine Learning",mid,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-30,Low,None,3,7.0
software developer,Company_329,e-commerce,kolkata,"Python, Deep Learning, NLP",junior,4-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-13,Medium,None,3,4.0
product manager,Company_443,finance,chennai,"Python, Deep Learning, NLP",fresher,6-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-26,Low,None,3,6.0
backend developer,Company_217,education,pune,"Power BI, Excel, SQL",fresher,10-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-21,Medium,None,3,10.0
business analyst,Company_343,e-commerce,pune,"Linux, Networking, Security",mid,10-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-17,High,None,3,10.0
cyber security analyst,Company_473,healthcare,hyderabad,"Python, Data Analysis, Statistics",senior,8-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-16,Low,Cybersecurity Essentials,3,8.0
data scientist,Company_186,e-commerce,delhi,"Java, Spring, Microservices",senior,4-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-21,Medium,Certified Data Scientist,3,4.0
ai engineer,Company_297,it,pune,"Python, SQL, Machine Learning",junior,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-11,High,None,3,7.0
ml engineer,Company_372,it,chennai,"Power BI, Excel, SQL",mid,8-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-18,High,None,3,8.0
software developer,Company_445,manufacturing,chennai,"JavaScript, React, HTML, CSS",junior,3-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-28,High,None,4,3.0
software developer,Company_268,it,remote,"Python, Deep Learning, NLP",junior,7-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-25,Medium,None,3,7.0
product manager,Company_161,automobile,hyderabad,"Python, Deep Learning, NLP",mid,9-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-14,High,None,3,9.0
backend developer,Company_140,automobile,hyderabad,"Linux, Networking, Security",junior,9-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-29,High,None,3,9.0
backend developer,Company_499,education,pune,"Power BI, Excel, SQL",senior,6-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-03,Medium,None,3,6.0
ml engineer,Company_328,education,kolkata,"Power BI, Excel, SQL",senior,5-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-21,Medium,None,3,5.0
backend developer,Company_364,automobile,chennai,"AWS, Docker, Kubernetes",fresher,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-09,High,None,3,4.0
product manager,Company_307,it,delhi,"Python, Data Analysis, Statistics",junior,8-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-15,High,None,3,8.0
data scientist,Company_158,it,hyderabad,"Python, SQL, Machine Learning",senior,5-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-17,Medium,Certified Data Scientist,3,5.0
backend developer,Company_290,finance,mumbai,"JavaScript, React, HTML, CSS",mid,7-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-30,Medium,None,4,7.0
data scientist,Company_421,healthcare,kolkata,"Linux, Networking, Security",junior,10-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-04,Medium,Certified Data Scientist,3,10.0
devops engineer,Company_168,e-commerce,remote,"Linux, Networking, Security",mid,6-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-06,Medium,None,3,6.0
business analyst,Company_36,education,pune,"Python, SQL, Machine Learning",senior,3-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-30,Low,None,3,3.0
data analyst,Company_186,it,hyderabad,"Python, SQL, Machine Learning",junior,6-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-03,Low,Google Data Analytics Certificate,3,6.0
cyber security analyst,Company_118,healthcare,chennai,"Python, Data Analysis, Statistics",junior,10-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-17,Low,Cybersecurity Essentials,3,10.0
backend developer,Company_461,manufacturing,chennai,"Python, Deep Learning, NLP",senior,7-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-15,Medium,None,3,7.0
product manager,Company_266,it,bangalore,"Python, Data Analysis, Statistics",senior,9-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-28,High,None,3,9.0
business analyst,Company_197,telecom,bangalore,"Power BI, Excel, SQL",fresher,7-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-22,Low,None,3,7.0
cloud engineer,Company_70,education,remote,"Power BI, Excel, SQL",mid,10-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-28,High,AWS Certified Solutions Architect,3,10.0
business analyst,Company_351,healthcare,remote,"Python, Data Analysis, Statistics",fresher,7-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-29,Low,None,3,7.0
data scientist,Company_177,telecom,bangalore,"Python, Data Analysis, Statistics",fresher,5-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-27,Low,Certified Data Scientist,3,5.0
business analyst,Company_37,healthcare,chennai,"Python, Deep Learning, NLP",senior,3-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-25,Low,None,3,3.0
product manager,Company_108,it,bangalore,"Linux, Networking, Security",fresher,8-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-06,High,None,3,8.0
ai engineer,Company_196,telecom,kolkata,"Java, Spring, Microservices",fresher,5-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-21,Medium,None,3,5.0
backend developer,Company_484,e-commerce,bangalore,"AWS, Docker, Kubernetes",mid,10-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-03,Low,None,3,10.0
backend developer,Company_85,healthcare,kolkata,"Linux, Networking, Security",fresher,9-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-01,Medium,None,3,9.0
data analyst,Company_206,education,remote,"Linux, Networking, Security",senior,6-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-09,Low,Google Data Analytics Certificate,3,6.0
backend developer,Company_428,telecom,remote,"Linux, Networking, Security",fresher,3-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-20,Medium,None,3,3.0
cloud engineer,Company_112,education,bangalore,"JavaScript, React, HTML, CSS",junior,4-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-16,Medium,AWS Certified Solutions Architect,4,4.0
business analyst,Company_367,telecom,mumbai,"Linux, Networking, Security",junior,7-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-12,Low,None,3,7.0
data analyst,Company_381,manufacturing,bangalore,"AWS, Docker, Kubernetes",fresher,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-23,Low,Google Data Analytics Certificate,3,4.0
cloud engineer,Company_22,it,kolkata,"JavaScript, React, HTML, CSS",junior,10-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-26,Medium,AWS Certified Solutions Architect,4,10.0
ml engineer,Company_56,healthcare,delhi,"Power BI, Excel, SQL",junior,6-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-24,Medium,None,3,6.0
cloud engineer,Company_440,education,chennai,"Power BI, Excel, SQL",fresher,3-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-28,High,AWS Certified Solutions Architect,3,3.0
backend developer,Company_88,it,delhi,"Python, SQL, Machine Learning",mid,7-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-07,Low,None,3,7.0
product manager,Company_343,e-commerce,hyderabad,"Python, SQL, Machine Learning",fresher,3-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-16,Medium,None,3,3.0
ai engineer,Company_91,education,chennai,"Linux, Networking, Security",senior,10-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-02,High,None,3,10.0
data scientist,Company_154,e-commerce,chennai,"Python, Data Analysis, Statistics",fresher,6-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-16,High,Certified Data Scientist,3,6.0
product manager,Company_27,finance,hyderabad,"Python, Data Analysis, Statistics",junior,8-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-29,High,None,3,8.0
data scientist,Company_466,finance,chennai,"Python, Data Analysis, Statistics",fresher,7-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-03,Medium,Certified Data Scientist,3,7.0
cyber security analyst,Company_5,education,bangalore,"Java, Spring, Microservices",mid,7-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-27,High,Cybersecurity Essentials,3,7.0
data scientist,Company_257,it,remote,"AWS, Docker, Kubernetes",mid,8-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-03,Medium,Certified Data Scientist,3,8.0
devops engineer,Company_463,finance,pune,"Python, SQL, Machine Learning",senior,5-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-17,High,None,3,5.0
backend developer,Company_363,e-commerce,bangalore,"Python, Deep Learning, NLP",fresher,9-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-30,Low,None,3,9.0
devops engineer,Company_173,automobile,pune,"JavaScript, React, HTML, CSS",junior,8-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-17,Medium,None,4,8.0
data scientist,Company_281,education,pune,"JavaScript, React, HTML, CSS",junior,4-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-04,High,Certified Data Scientist,4,4.0
business analyst,Company_460,manufacturing,hyderabad,"JavaScript, React, HTML, CSS",senior,5-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-14,High,None,4,5.0
ml engineer,Company_185,telecom,bangalore,"Python, Deep Learning, NLP",junior,6-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-16,High,None,3,6.0
data analyst,Company_116,manufacturing,kolkata,"JavaScript, React, HTML, CSS",senior,8-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-25,Low,Google Data Analytics Certificate,4,8.0
product manager,Company_196,manufacturing,delhi,"Linux, Networking, Security",fresher,6-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-15,Low,None,3,6.0
product manager,Company_496,e-commerce,bangalore,"Python, Data Analysis, Statistics",fresher,7-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-20,Medium,None,3,7.0
frontend developer,Company_192,it,pune,"Linux, Networking, Security",fresher,9-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-28,Low,None,3,9.0
data scientist,Company_130,it,hyderabad,"Linux, Networking, Security",senior,10-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-23,Low,Certified Data Scientist,3,10.0
business analyst,Company_480,manufacturing,mumbai,"Python, Data Analysis, Statistics",fresher,10-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-15,Low,None,3,10.0
cyber security analyst,Company_309,it,kolkata,"AWS, Docker, Kubernetes",senior,4-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-12,High,Cybersecurity Essentials,3,4.0
business analyst,Company_311,finance,bangalore,"AWS, Docker, Kubernetes",senior,3-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-23,Medium,None,3,3.0
cloud engineer,Company_211,e-commerce,delhi,"JavaScript, React, HTML, CSS",junior,5-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-05,Medium,AWS Certified Solutions Architect,4,5.0
software developer,Company_124,manufacturing,remote,"Python, Deep Learning, NLP",senior,5-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-06,High,None,3,5.0
ml engineer,Company_85,education,bangalore,"Linux, Networking, Security",senior,3-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-08,High,None,3,3.0
cloud engineer,Company_494,e-commerce,remote,"Linux, Networking, Security",junior,3-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-04,Low,AWS Certified Solutions Architect,3,3.0
software developer,Company_496,e-commerce,chennai,"AWS, Docker, Kubernetes",mid,3-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-28,Medium,None,3,3.0
business analyst,Company_168,healthcare,mumbai,"Python, Data Analysis, Statistics",senior,3-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-08,Low,None,3,3.0
cyber security analyst,Company_223,it,remote,"Power BI, Excel, SQL",junior,4-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-19,Medium,Cybersecurity Essentials,3,4.0
cyber security analyst,Company_118,healthcare,hyderabad,"Java, Spring, Microservices",senior,9-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-06,High,Cybersecurity Essentials,3,9.0
cyber security analyst,Company_4,it,pune,"Python, SQL, Machine Learning",senior,4-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-29,Medium,Cybersecurity Essentials,3,4.0
data analyst,Company_352,finance,hyderabad,"Python, Data Analysis, Statistics",fresher,6-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-30,Medium,Google Data Analytics Certificate,3,6.0
ml engineer,Company_145,it,delhi,"Java, Spring, Microservices",fresher,7-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-15,High,None,3,7.0
software developer,Company_18,it,kolkata,"Java, Spring, Microservices",mid,7-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-04,Low,None,3,7.0
frontend developer,Company_428,healthcare,remote,"JavaScript, React, HTML, CSS",senior,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-28,High,None,4,7.0
cyber security analyst,Company_24,automobile,hyderabad,"Linux, Networking, Security",fresher,8-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-10,High,Cybersecurity Essentials,3,8.0
software developer,Company_285,finance,kolkata,"Power BI, Excel, SQL",fresher,4-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-16,Low,None,3,4.0
devops engineer,Company_437,automobile,remote,"Python, Data Analysis, Statistics",junior,3-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-08,Low,None,3,3.0
ai engineer,Company_83,automobile,chennai,"Power BI, Excel, SQL",fresher,3-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-17,Low,None,3,3.0
cyber security analyst,Company_23,e-commerce,chennai,"Python, SQL, Machine Learning",mid,10-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-05,High,Cybersecurity Essentials,3,10.0
ai engineer,Company_472,finance,mumbai,"Python, Data Analysis, Statistics",fresher,7-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-30,High,None,3,7.0
ml engineer,Company_46,finance,chennai,"Python, SQL, Machine Learning",junior,3-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-23,High,None,3,3.0
devops engineer,Company_141,automobile,kolkata,"Python, Data Analysis, Statistics",mid,3-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-28,Medium,None,3,3.0
backend developer,Company_388,automobile,mumbai,"Python, Deep Learning, NLP",senior,5-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-13,Low,None,3,5.0
cloud engineer,Company_59,automobile,mumbai,"Python, Data Analysis, Statistics",fresher,5-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-01,Low,AWS Certified Solutions Architect,3,5.0
business analyst,Company_359,healthcare,chennai,"Python, SQL, Machine Learning",mid,10-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-21,Medium,None,3,10.0
business analyst,Company_377,education,delhi,"Python, SQL, Machine Learning",junior,6-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-05,Medium,None,3,6.0
